run,timestep,Shue97_r_0,Shue97_a_0,Shue97_fit_loss,Shue97_grad_J_fit_over_ip,Shue97_delta_r_0,Shue97_time_taken_s,Liu12_r_0,Liu12_a_0,Liu12_a_1,Liu12_a_2,Liu12_d_n,Liu12_l_n,Liu12_s_n,Liu12_d_s,Liu12_l_s,Liu12_s_s,Liu12_fit_loss,Liu12_grad_J_fit_over_ip,Liu12_delta_r_0,Liu12_time_taken_s,Rolland25_r_0,Rolland25_a_0,Rolland25_a_1,Rolland25_a_2,Rolland25_d_n,Rolland25_l_n,Rolland25_s_n,Rolland25_d_s,Rolland25_l_s,Rolland25_s_s,Rolland25_e,Rolland25_fit_loss,Rolland25_grad_J_fit_over_ip,Rolland25_delta_r_0,Rolland25_time_taken_s
1,25500,9.5586,0.733939,2.02294,0.987563,0.942805,0.0459349,10.1369,0.643922,-0.000961986,0.0946186,5.274,0.625194,0.271339,5.18208,0.624552,0.276226,1.45376,1.08781,1.52115,0.498672,8.49759,0.200612,-0.000241563,0.1031,2.56461,0.65115,7.34106,2.45162,0.650832,7.19537,0.607385,0.883155,1.40429,-0.118205,1.18311
1,25800,9.59376,0.735218,2.27928,0.79255,0.979338,0.0456809,10.1835,0.645144,-0.0011639,0.0946143,5.51523,0.618365,0.275707,5.45673,0.6196,0.27894,1.65429,0.985027,1.56909,0.509523,8.49755,0.2,-0.000796941,0.100351,2.87197,0.641639,7.3407,2.82311,0.644078,7.32199,0.614596,1.04137,1.45139,-0.116873,1.69072
1,26100,9.61081,0.735436,2.54939,0.682564,0.999127,0.0516574,10.1978,0.647456,-0.000183948,0.0930714,5.29072,0.569342,0.296311,5.24831,0.569284,0.299059,1.87972,0.913789,1.58612,0.514045,8.48114,0.208027,2.71579e-05,0.09738,2.75255,0.629219,7.00445,2.71823,0.63054,6.99616,0.612123,1.2604,1.44706,-0.130536,1.05379
1,26400,9.58176,0.739517,2.72601,0.64083,0.998935,0.051752,10.1919,0.646635,0.000332422,0.0978132,5.39376,0.567601,0.293374,5.347,0.56648,0.294416,2.00064,0.88398,1.60904,0.536959,8.46144,0.220779,0.00121057,0.104474,2.79732,0.62304,6.91345,2.74717,0.623922,6.95063,0.597525,1.40492,1.42569,-0.121377,1.1323
1,26700,9.60517,0.740395,2.82449,0.572994,1.07498,0.0468395,10.261,0.639644,0.00080056,0.105304,5.5727,0.563643,0.301193,5.52873,0.56281,0.302027,2.02546,0.837061,1.73084,0.503566,8.50326,0.214871,0.000972227,0.113682,2.84361,0.615012,6.49397,2.83875,0.617884,6.56168,0.596225,1.41433,1.37743,-0.0269284,1.09427
1,27000,9.54972,0.749399,2.36911,0.564195,1.09212,0.0502209,10.1808,0.656757,0.000807263,0.091759,5.48923,0.560442,0.293959,5.44024,0.559268,0.295778,1.74044,0.828144,1.72316,0.524626,8.43304,0.252866,2.63033e-05,0.102553,2.74816,0.613436,6.73077,2.72592,0.61533,6.72017,0.573,1.17246,1.35895,-0.0245641,1.05609
1,27300,9.4972,0.753782,2.18656,0.569597,1.08931,0.046177,10.1066,0.663797,0.000512611,0.0891314,5.38918,0.559741,0.287169,5.39068,0.560527,0.288255,1.59762,0.822989,1.69873,0.516897,8.40704,0.317293,-4.62563e-05,0.100972,2.78958,0.616314,6.89803,2.78625,0.616915,6.87513,0.507355,1.12218,1.34683,-0.000849193,1.11906
1,27600,9.53246,0.747938,2.00916,0.564992,1.0986,0.0443369,10.1169,0.657951,0.000486895,0.0940838,5.37288,0.560835,0.290848,5.39251,0.562061,0.291093,1.33556,0.835758,1.68306,0.580924,8.38947,0.301308,0.000355122,0.101369,2.75757,0.618883,7.00886,2.82705,0.621771,7.07237,0.524416,0.831914,1.38462,-0.0443884,0.986386
1,27900,9.58386,0.740246,2.07201,0.557133,1.11655,0.0469752,10.1466,0.652923,0.000585413,0.0956844,5.33889,0.561344,0.296442,5.40725,0.563544,0.294628,1.31675,0.843984,1.67932,0.565467,8.42713,0.335318,0.000857117,0.09969,2.81591,0.622605,6.94565,2.86776,0.622819,6.94643,0.48361,0.853622,1.40963,-0.0401759,1.0557
1,28200,9.58554,0.735823,2.10195,0.573849,1.10522,0.0472828,10.1189,0.651408,-5.30778e-05,0.0965024,5.31515,0.56342,0.290539,5.33906,0.56377,0.291136,1.3007,0.864485,1.63863,0.521782,8.4234,0.349072,-3.71595e-06,0.0993169,2.8186,0.622898,7.05531,2.82737,0.622684,6.99036,0.466431,0.850817,1.43399,-0.0569197,1.02122
1,28500,9.57893,0.736114,1.98325,0.587125,1.10032,0.0469411,10.0869,0.65483,-0.000422848,0.0935513,5.2214,0.562045,0.288168,5.28264,0.56384,0.2879,1.26237,0.884609,1.60828,0.559873,8.45066,0.363097,-0.00101958,0.0939961,2.83526,0.623185,6.97559,2.82584,0.619172,6.81843,0.450921,0.846274,1.45118,-0.0279431,1.0584
1,28800,9.57063,0.734468,1.85593,0.600506,1.09177,0.0448908,10.1059,0.650393,0.00120254,0.0927732,5.21786,0.560605,0.289286,5.28539,0.561547,0.286804,1.20494,0.883697,1.627,0.530877,8.506,0.3616,-0.000620242,0.0951721,2.86912,0.620812,6.73924,2.84705,0.615744,6.56148,0.442837,0.812929,1.45148,0.0271321,1.1107
2,18000,9.77649,0.681288,2.21678,1.6094,2.61672,0.0426873,10.5229,0.521563,-8.48451e-05,0.178429,5.73395,0.303951,0.483234,5.85206,0.31432,0.476392,1.12519,1.65446,3.36317,0.474013,8.65655,0.268282,-2.36709e-05,0.182655,3.64299,0.136156,2.23609,3.12531,0.211812,2.68358,0.413585,0.926704,1.6165,1.49678,1.52747
2,18300,9.81047,0.670737,2.4667,1.6704,2.65556,0.0417831,10.5107,0.509276,0.000142823,0.187019,5.8102,0.304856,0.468241,5.7745,0.304091,0.471439,1.23163,1.71612,3.35577,0.433294,8.67803,0.268422,0.000170962,0.190255,3.4789,0.214401,3.04433,3.93334,0.137286,2.35132,0.397943,1.04778,1.62562,1.52312,1.6033
2,18600,9.82031,0.665408,2.48649,1.70923,2.6667,0.0440584,10.5043,0.502712,0.000390002,0.190608,5.68814,0.279856,0.481517,5.47872,0.231341,0.515785,1.22671,1.74984,3.35068,0.478549,8.67461,0.263021,0.00046151,0.19319,3.8164,0.220654,3.59899,4.1123,0.131756,2.70072,0.39677,1.04718,1.63238,1.52099,1.55892
2,18900,9.86057,0.661491,2.18737,1.69341,2.70726,0.0484841,10.5216,0.506904,0.000254193,0.180994,5.32252,0.231302,0.529647,5.4411,0.239705,0.521358,1.10137,1.75681,3.36834,0.450806,8.65247,0.257582,0.000357566,0.182189,5.30376,0.223386,5.9934,4.88673,0.22413,5.40493,0.4112,0.916109,1.63326,1.49916,1.48085
2,19200,9.88816,0.654766,2.1822,1.6988,2.73491,0.0426547,10.5437,0.503812,0.000409796,0.176666,2.94286,0.899315,0.324837,2.971,0.903048,0.319406,1.10131,1.47208,3.39047,0.492867,8.69892,0.254175,0.000424815,0.178605,0.574824,0.987924,10,6,0.12382,4.59587,0.409749,0.912102,1.59859,1.54567,1.55725
2,19500,9.90831,0.650848,2.17325,1.70861,2.7558,0.0481422,10.5618,0.499552,0.000238864,0.178675,2.96126,0.907688,0.326223,2.97024,0.910867,0.324652,1.06048,1.47996,3.4093,0.571622,8.70255,0.253189,-5.96637e-05,0.179073,0,0.61586,0.128138,0.630351,1.0135,10,0.407938,0.887218,1.6135,1.55004,1.56487
2,19800,9.9523,0.646706,2.05005,1.69998,2.8021,0.0445211,10.6259,0.496891,7.95107e-05,0.176644,3.03413,0.91451,0.34218,3.01857,0.915888,0.346622,0.944955,1.47132,3.47571,0.729979,8.92508,0.299847,-0.000153063,0.177203,6,0.120486,5.02603,0.973245,1.02973,8.23859,0.338274,0.816552,1.67366,1.77489,1.49087
2,20100,9.99557,0.643706,1.94037,1.71208,1.5634,0.042401,10.6772,0.496558,0.000122537,0.172781,3.09175,0.957267,0.338599,3.07764,0.958755,0.340975,0.870405,1.4803,2.24508,0.730722,9.42071,0.351941,-6.54898e-06,0.174875,1.61057,1.02867,5.38718,1.60158,1.03223,5.29872,0.245076,0.776002,1.57276,0.988546,1.56893
2,20400,10.0683,0.638294,1.88834,1.70818,-0.0359472,0.0508981,10.7428,0.496116,-7.58534e-05,0.16821,3.17493,0.929038,0.359413,3.1924,0.966463,0.344387,0.813725,1.50836,0.638621,0.76409,9.74546,0.379159,-0.000257008,0.170682,2.03918,1.02461,4.66094,2.02014,1.02801,4.54809,0.195489,0.745479,1.54696,-0.358768,1.51119
2,20700,10.122,0.635039,1.83327,1.7252,-0.682526,0.0383068,10.817,0.492637,0.0001186,0.167168,3.33857,0.969789,0.350316,3.30851,0.972492,0.351092,0.771157,1.53532,0.0124618,0.818777,9.97458,0.381111,-5.18307e-06,0.171528,2.35183,1.02529,4.06495,2.32533,1.02908,4.00261,0.178086,0.710175,1.52038,-0.829928,1.36323
2,21000,10.1292,0.634917,1.76447,1.75544,-0.706422,0.049052,10.8599,0.489818,-1.44146e-05,0.167345,3.39681,0.973797,0.354337,3.36357,0.976476,0.356598,0.724869,1.54044,0.0242666,0.750414,10.0654,0.378116,-0.000222609,0.173361,2.47738,1.02865,3.89706,2.44702,1.03356,3.81047,0.173941,0.665547,1.51675,-0.77014,1.37955
2,21300,10.1473,0.633283,1.72681,1.76325,-0.680341,0.0401789,10.8665,0.491441,-4.40144e-05,0.164499,3.38599,0.976968,0.354331,3.35223,0.980137,0.356388,0.691914,1.52305,0.0389127,0.814916,10.1143,0.386323,-0.00023191,0.170088,2.51797,1.02924,3.88646,2.49457,1.03527,3.82702,0.163989,0.637079,1.50022,-0.713308,1.40479
2,21600,10.1544,0.63212,1.73827,1.7513,-0.624362,0.040771,10.8546,0.49152,-1.72463e-05,0.164879,3.3446,0.979613,0.354517,3.32199,0.981338,0.355937,0.679656,1.49943,0.0758337,0.810677,10.1356,0.391003,-5.41582e-05,0.169945,2.52564,1.03174,3.89224,2.50836,1.03524,3.86022,0.157047,0.628333,1.47136,-0.643188,1.50193
2,21900,10.1615,0.631665,1.67735,1.72683,-0.658802,0.0401551,10.8605,0.493414,0.000745703,0.161855,3.35238,0.981475,0.358811,3.32816,0.982564,0.355088,0.645482,1.489,0.0401286,0.78708,10.134,0.390328,0.000947624,0.167019,2.52823,1.03681,3.79524,2.52019,1.03818,3.89045,0.160487,0.592374,1.44447,-0.686337,1.40158
2,22200,10.2543,0.626981,1.64368,1.76654,-0.591755,0.0415928,10.9778,0.490184,0.000797375,0.159947,3.49246,1.02121,0.360104,3.48313,1.02219,0.354152,0.596842,1.55681,0.131768,0.770405,10.3766,0.405376,0.00107194,0.164741,2.81698,1.03599,3.72152,2.81852,1.03739,3.84989,0.13145,0.558792,1.52772,-0.469485,1.3729
2,22500,10.526,0.614139,1.50117,2.10958,-0.332165,0.0377775,11.4109,0.473231,0.000377994,0.15808,3.96754,1.09684,0.396692,3.9514,1.09889,0.39422,0.469565,1.81398,0.552667,0.742329,11.0553,0.427974,0.000465428,0.162031,3.64892,1.09845,3.9732,3.64207,1.10084,4.02708,0.0704995,0.456571,1.68062,0.197138,1.19101
2,22800,10.4663,0.616654,1.37544,1.74834,-0.36057,0.0432981,11.5436,0.476563,0.00085213,0.149743,3.84816,1.12808,0.626822,3.83308,1.1306,0.616392,0.47167,1.86551,0.716724,0.658311,10.9936,0.379856,0.00143937,0.162843,3.53871,1.22048,2.21212,3.5391,1.21789,2.32858,0.140969,0.447155,1.45316,0.166691,0.717766
2,23100,10.2674,0.620456,1.16078,1.35914,0.168738,0.0389641,11.2732,0.504002,0.000455352,0.119495,3.45095,1.01043,0.786911,3.45447,1.00979,0.774626,0.565845,1.20609,1.17453,0.566497,10.402,0.27594,0.00123357,0.161238,3.86151,2,1.1502,3.78001,2,1.14436,0.316391,0.4718,1.13215,0.303415,1.82456
2,23400,10.1467,0.629552,1.2368,1.32566,0.783237,0.0456855,10.8898,0.549432,0.00129576,0.0699635,3.98229,0.75216,0.451566,3.98449,0.753715,0.444101,0.890369,1.20166,1.52636,0.555766,9.47779,0.261488,0.00259387,0.0749082,1.62136,0.928517,1.82044,1.71524,0.914511,2.2434,0.422755,0.605233,0.917765,0.114305,1.71764
2,23700,9.73922,0.680988,1.35946,1.17295,1.10862,0.0461621,10.2155,0.647585,0.00148689,0.0123116,3.89725,0.632956,0.309782,3.93161,0.634659,0.304382,1.19018,1.1328,1.58489,0.537847,8.69477,0.266196,0.00116432,0.0303117,1.39131,0.76315,7.6212,1.37013,0.76142,7.60942,0.525864,0.796835,1.11696,0.0641698,1.37991
2,24000,9.59377,0.702007,1.80254,0.633666,0.980795,0.0454262,10.1708,0.628427,0.000288183,0.0708036,4.67051,0.554947,0.305876,4.68567,0.556018,0.304326,1.42894,0.896851,1.55778,0.560487,8.56504,0.200707,-0.000205666,0.0828281,1.91545,0.612633,6.07797,1.94477,0.61322,6.08922,0.587315,0.954825,1.55153,-0.0479442,1.09996
2,24300,9.63166,0.710146,1.88431,0.372221,1.58658,0.0419245,10.2885,0.60796,-0.000501637,0.115767,5.08753,0.485772,0.351808,5.0736,0.486113,0.352844,1.19549,0.759565,2.24339,0.471222,8.58816,0.214051,-2.67438e-05,0.120908,2.23342,0.55114,5.02107,2.22287,0.551812,5.00715,0.558924,0.735858,1.51001,0.543079,1.37961
2,24600,9.67784,0.709877,2.38094,0.324264,1.79532,0.0436654,10.3476,0.588561,0.000110982,0.152579,5.32771,0.474514,0.36332,5.30007,0.473182,0.364213,1.26791,0.852485,2.46505,0.450807,8.59569,0.20972,0.000438554,0.151072,2.51255,0.550187,4.92683,2.45238,0.547286,4.86587,0.548434,0.826019,1.7868,0.713156,1.24919
2,24900,9.67852,0.712861,2.43034,0.310306,1.79693,0.0460729,10.3667,0.591669,-0.000812613,0.152774,5.79496,0.484105,0.342214,5.78018,0.484438,0.344886,1.20614,0.810468,2.48507,0.473918,8.56648,0.215245,-0.000749722,0.152638,2.88931,0.535218,5.06487,2.86971,0.535191,5.01884,0.548459,0.768815,1.71293,0.684902,1.32752
2,25200,9.71269,0.715449,2.30578,0.291297,1.83206,0.0448816,10.386,0.602243,-0.000370641,0.140185,6,0.485591,0.332995,6,0.485373,0.334626,1.09938,0.758203,2.50537,0.597872,8.5791,0.258736,6.60805e-06,0.140316,3.18078,0.489668,4.69261,3.1404,0.488786,4.64432,0.513598,0.700705,1.5364,0.698467,1.12355
2,25500,9.81986,0.708754,2.81524,0.292879,1.94045,0.0480694,10.4988,0.58955,0.0011679,0.154004,6,0.474309,0.355171,6,0.473248,0.354762,1.24465,0.728737,2.61934,0.747921,8.63192,0.21586,3.93444e-05,0.151866,3.57384,0.480002,4.55997,3.51609,0.47828,4.50384,0.551503,0.789389,1.35661,0.752513,1.24486
2,25800,9.77482,0.71907,2.37378,0.302961,1.8965,0.0469715,10.4914,0.599254,0.000473905,0.145437,6,0.465686,0.350871,6,0.467117,0.35008,1.04904,0.692926,2.61306,0.712878,8.62706,0.236781,-0.000288728,0.145745,3.53582,0.473205,4.60079,3.51029,0.473006,4.56251,0.537801,0.61464,1.27094,0.748744,1.01988
2,26100,9.76713,0.723301,2.41547,0.305061,1.89029,0.0481904,10.509,0.600865,4.83899e-05,0.142926,6,0.458822,0.348167,6,0.403767,0.364048,1.09946,0.680789,2.63221,0.724184,8.63745,0.246777,-0.000229124,0.146938,3.16679,0.398761,3.7558,3.14327,0.397437,3.73188,0.527177,0.673806,1.26148,0.760608,1.21381
2,26400,9.77627,0.725903,2.46314,0.303988,1.90198,0.0452201,10.5065,0.606817,-0.000634548,0.137102,6,0.40006,0.359104,6,0.399597,0.360913,1.17094,0.680882,2.63221,0.554906,8.63892,0.280593,-0.000782889,0.141393,3.15506,0.393902,3.79705,3.13478,0.392935,3.76267,0.496425,0.783703,1.16081,0.764632,1.13836
2,26700,9.8235,0.723178,2.62083,0.317687,1.96912,0.0418114,10.5382,0.606793,-0.000398531,0.136456,6,0.398405,0.361681,6,0.397423,0.364553,1.2357,0.665141,2.68386,0.524782,8.65751,0.299208,-0.000390073,0.140521,3.2063,0.392658,3.80112,3.15419,0.389974,3.74901,0.477241,0.858162,1.0883,0.80312,1.3
2,27000,9.79965,0.725506,2.47414,0.34026,2.05039,0.0412969,10.4701,0.617052,0.000363091,0.128448,6,0.393406,0.350358,6,0.393065,0.350325,1.1479,0.669997,2.72083,0.543259,8.63653,0.337207,1.6846e-05,0.132418,2.98852,0.305226,3.1544,3.11001,0.387055,3.8207,0.444457,0.806589,1.09947,0.88727,1.36995
2,27300,9.83019,0.723884,2.3499,0.33845,2.24911,0.0430263,10.4765,0.616428,0.000731079,0.126491,6,0.370694,0.353302,6,0.370832,0.352793,1.13521,0.657537,2.89541,0.633477,8.65887,0.326288,0.000455585,0.1288,3.13399,0.229599,2.63217,3.23323,0.305667,3.18251,0.455976,0.776048,1.06253,1.07779,1.42702
2,27600,9.86882,0.722036,2.28514,0.345825,2.33608,0.0506086,10.4839,0.613525,0.0015217,0.130898,6,0.354679,0.357051,6,0.351748,0.35428,1.05322,0.673823,2.95111,0.77325,8.72984,0.331169,0.00109744,0.132214,3.64758,0.315596,3.20633,3.73002,0.317024,3.26127,0.442342,0.713633,1.02158,1.1971,1.33121
2,27900,9.91233,0.717711,2.12389,0.346539,2.39295,0.0436901,10.5454,0.611524,0.00227011,0.121198,6,0.347577,0.360047,6,0.347068,0.356379,1.07691,0.680407,3.02598,0.813757,8.77489,0.3106,0.0013554,0.123093,3.81376,0.31743,3.23721,3.8416,0.318097,3.26369,0.46351,0.709689,0.993715,1.25551,1.30917
2,28200,9.93269,0.717405,2.00173,0.350481,2.42068,0.0452191,10.5824,0.602916,0.000399639,0.128459,6,0.343498,0.361565,6,0.344273,0.362498,1.01903,0.687731,3.07036,0.753178,8.83559,0.294005,0.000923024,0.127628,3.83912,0.313486,3.129,3.89436,0.315357,3.15391,0.471219,0.659623,0.958842,1.32358,1.38063
2,28500,9.90669,0.716677,1.91629,0.373144,2.40787,0.0458117,10.5657,0.603806,-2.57935e-05,0.126691,6,0.34241,0.355331,6,0.341724,0.357662,1.04686,0.707249,3.06683,0.874474,8.86077,0.305206,0.000447123,0.128681,3.909,0.314735,3.15176,3.50049,0.222474,2.4462,0.4553,0.726387,0.96877,1.36195,1.43185
2,28800,9.94106,0.713692,1.88419,0.353222,2.6896,0.0488876,10.6136,0.592894,0.00174509,0.139678,6,0.32954,0.374592,6,0.331684,0.371771,1.0281,0.668499,3.36215,0.76234,8.88108,0.276254,0.0024681,0.138981,3.55758,0.211063,2.25814,3.88172,0.141079,1.96815,0.479526,0.69873,0.846556,1.62962,1.3262
3,18000,9.7765,0.681287,2.21678,1.60939,2.61673,0.0493241,10.5229,0.521564,-8.46413e-05,0.17843,5.73391,0.303939,0.483267,5.85206,0.314322,0.476383,1.12519,1.65445,3.36316,0.44003,8.65527,0.267625,-6.27862e-05,0.182707,3.60691,0.137171,2.23757,3.55659,0.138521,2.16719,0.414428,0.926702,1.61997,1.49549,1.5497
3,18300,9.81047,0.670737,2.4667,1.6704,2.65556,0.0441171,10.5107,0.509275,0.000143321,0.187019,5.80986,0.304836,0.468297,5.77481,0.304106,0.471402,1.23163,1.71612,3.35578,0.472972,8.67815,0.26848,0.000171184,0.190253,3.47911,0.214413,3.04419,3.93443,0.137296,2.35196,0.397869,1.04778,1.62567,1.52323,1.51626
3,18600,9.82033,0.665407,2.48649,1.70922,2.66671,0.0425319,10.5043,0.502709,0.000389588,0.190609,5.68823,0.27986,0.481524,5.47833,0.231313,0.515873,1.22671,1.74983,3.35073,0.498611,8.66605,0.261877,0.00049533,0.193131,3.79512,0.21988,3.62671,3.78639,0.212309,4.36277,0.398726,1.04767,1.62782,1.51244,1.55097
3,18900,9.86059,0.66149,2.18737,1.6934,2.70728,0.045407,10.5217,0.506902,0.00025466,0.180995,5.32217,0.231281,0.529711,5.4414,0.239722,0.521323,1.10137,1.75681,3.36836,0.428922,8.65802,0.257826,0.000401222,0.182169,0.454106,0.977501,10,5.02561,0.224215,5.38966,0.410603,0.918417,1.5786,1.50471,1.4861
3,19200,9.88817,0.654765,2.1822,1.6988,2.73492,0.0493801,10.5437,0.503812,0.000409729,0.176666,2.94289,0.899311,0.324834,2.971,0.903048,0.31941,1.10131,1.47208,3.39048,0.479937,8.66016,0.246696,0.000350679,0.178522,0,0.70622,8.07305,6,0.123778,4.73729,0.421126,0.913444,1.64866,1.50691,1.54228
3,19500,9.90831,0.650848,2.17325,1.70861,2.7558,0.0414415,10.5618,0.499551,0.000238473,0.178675,2.96077,0.907683,0.326252,2.97015,0.91087,0.32469,1.06048,1.47994,3.40933,0.53381,8.7126,0.25413,-4.1908e-06,0.179439,0,0.721132,0.892681,0.652953,1.01444,10,0.405823,0.887112,1.6167,1.56009,1.48917
3,19800,9.9523,0.646705,2.05005,1.69998,2.8021,0.0428793,10.626,0.496884,7.95158e-05,0.176647,3.03428,0.914512,0.342199,3.01827,0.915886,0.346668,0.944955,1.47131,3.47581,0.658714,8.92526,0.299596,-0.00015802,0.177303,6,0.119622,4.99515,0.959585,1.02946,8.12077,0.33847,0.816551,1.67341,1.77506,1.56696
3,20100,9.99558,0.643705,1.94037,1.71207,1.56341,0.0392569,10.677,0.49657,0.000125817,0.172778,3.09047,0.957266,0.338692,3.07907,0.958743,0.340496,0.870405,1.48045,2.24485,0.708156,9.42069,0.351943,-6.67396e-06,0.174873,1.61055,1.02868,5.3873,1.60145,1.03223,5.29803,0.245075,0.776002,1.57276,0.988521,1.70553
3,20400,10.0683,0.638295,1.88834,1.70818,-0.035955,0.0453662,10.7414,0.496202,-7.24383e-05,0.168184,3.2126,0.964551,0.340766,3.19062,0.966469,0.344003,0.813228,1.51086,0.637217,0.748017,9.74545,0.379159,-0.000257023,0.170682,2.0392,1.02461,4.66106,2.02015,1.02801,4.54818,0.195488,0.745479,1.54696,-0.358772,1.49103
3,20700,10.122,0.635039,1.83327,1.7252,-0.682528,0.0433772,10.817,0.492637,0.00011905,0.167169,3.33862,0.969786,0.350289,3.30884,0.972488,0.351,0.771157,1.53538,0.0124493,0.839623,9.97462,0.381094,-5.02153e-06,0.171532,2.35158,1.02529,4.06342,2.32516,1.02908,4.00133,0.178103,0.710175,1.52033,-0.829895,1.30358
3,21000,10.1292,0.634916,1.76447,1.75544,-0.706416,0.0401032,10.8599,0.489817,-1.47588e-05,0.167345,3.39676,0.973797,0.354364,3.36332,0.976478,0.356672,0.724869,1.5404,0.0242977,0.770854,10.0656,0.378127,-0.000221427,0.173364,2.47716,1.02864,3.89538,2.44716,1.03354,3.81001,0.173917,0.665547,1.5167,-0.769964,1.23826
3,21300,10.1473,0.633283,1.72681,1.76325,-0.680342,0.0441463,10.4034,0.51821,0.00167708,0.156742,2.74322,0.977685,0.250622,0,1.97033,0.1,0.781671,1.61923,-0.424235,0.7853,10.1144,0.386353,-0.000230304,0.170084,2.51794,1.02921,3.88614,2.49498,1.03525,3.82821,0.163949,0.637079,1.50024,-0.713184,1.16929
3,21600,10.1544,0.632121,1.73827,1.7513,-0.624371,0.0416579,10.8544,0.491534,-1.73378e-05,0.164871,3.34436,0.979611,0.354424,3.32171,0.981337,0.355853,0.679656,1.49948,0.0756482,0.78279,10.1355,0.391014,-5.43125e-05,0.169942,2.52582,1.03173,3.89332,2.50848,1.03523,3.86113,0.157037,0.628333,1.47143,-0.643227,1.36539
3,21900,10.1615,0.631664,1.67735,1.72682,-0.658804,0.0404201,10.8605,0.493413,0.000745716,0.161855,3.35238,0.981477,0.35882,3.32816,0.982567,0.355096,0.645482,1.48899,0.0401335,0.782415,10.134,0.390319,0.000947576,0.167021,2.52822,1.03681,3.79483,2.52016,1.03819,3.88997,0.160495,0.592378,1.44445,-0.686322,1.39081
3,22200,10.3002,0.624575,1.6468,1.76457,-0.550234,0.0435131,11.033,0.487383,0.000771833,0.160126,3.58885,1.03032,0.350405,3.57791,1.02907,0.348731,0.592187,1.59749,0.182494,0.805698,10.51,0.413626,0.000993066,0.164651,3.00449,1.04095,3.90122,3.00168,1.03905,3.96486,0.113788,0.560532,1.5613,-0.340476,1.31504
3,22500,10.5977,0.611153,1.45627,2.1389,-0.251432,0.0404624,11.5765,0.469271,0.000459345,0.155929,4.09121,1.13459,0.456824,4.06944,1.1357,0.455209,0.449001,2.0959,0.727381,0.754385,11.1281,0.406825,0.000587043,0.161738,3.7821,1.14961,3.52245,3.77166,1.15081,3.56572,0.0950822,0.432394,1.89334,0.278974,0.9196
3,22800,10.3941,0.620367,1.3679,1.21756,0.284874,0.0375572,11.524,0.488618,0.000707998,0.138841,3.51723,1.131,0.946298,3.51048,1.13125,0.929498,0.640404,1.49346,1.41478,0.540544,10.6287,0.228045,0.00196722,0.185787,5.05066,2,1.53512,4.88793,2,1.51147,0.356339,0.545827,1.15249,0.519487,2.00559
3,23100,10.2899,0.622012,1.79095,1.33063,0.923757,0.0404976,10.9484,0.544291,-0.000126556,0.0752905,3.05753,0.571596,0.6012,3.07945,0.604693,0.5824,1.46815,1.09895,1.58225,0.541089,9.77984,0.260908,0.00112391,0.09981,2.02433,2,0.83053,1.85998,2,0.719599,0.403675,1.2314,0.906416,0.413687,1.81366
3,23400,10.7327,0.623026,5.69003,0.215705,2.10689,0.0434143,11.4982,0.550585,-2.98223e-05,0.0535006,6,0.464228,0.293097,6,0.464798,0.292055,5.20344,0.570238,2.87232,0.848353,9.87493,0.2,0.000547699,0.0662858,3.41031,0.544601,4.9033,3.46338,0.472607,4.29608,0.4926,4.44332,1.0216,1.24909,1.81031
3,23700,10.5405,0.657349,7.17962,0.17453,2.64832,0.0460771,11.4365,0.544047,0.000829161,0.116731,6,0.474044,0.318319,6,0.467856,0.316733,6.16945,0.476688,3.54426,0.927783,9.73711,0.2,0.000201155,0.132739,4.50882,0.486317,4.31497,4.51447,0.536339,4.88288,0.488577,5.38967,0.549369,1.84491,1.84892
3,24000,10.8097,0.652395,8.45364,0.157617,2.92858,0.0595615,11.6546,0.49326,-0.00554563,0.215957,6,0.411805,0.364529,6,0.412192,0.364727,6.36564,0.445979,3.77353,0.909068,9.88784,0.2,-0.0053143,0.216075,6,0.462909,4.03126,6,0.462803,4.01615,0.442256,5.74776,0.473449,2.00676,1.76644
3,24300,11.0722,0.642042,10.1068,0.155866,3.19487,0.0456869,11.9099,0.45489,-0.00879724,0.264228,6,0.309879,0.410893,6,0.350589,0.402129,7.14509,0.408162,4.0326,0.850642,10.0357,0.2,-0.00686437,0.257496,6,0.370227,3.21955,6,0.37372,3.1992,0.40926,6.52127,0.415861,2.15835,1.79534
3,24600,11.1868,0.636298,10.2786,0.186069,3.56223,0.0464834,11.881,0.461426,-0.00202184,0.26152,6,0.362595,0.388882,6,0.327734,0.403409,7.04382,0.348398,4.25644,0.898071,10.028,0.2,-0.00254225,0.257799,4.37128,0.757454,8.16976,6,0.273377,2.601,0.41308,6.47278,0.431378,2.40343,1.79806
3,24900,11.4349,0.626501,11.0424,0.185561,4.28581,0.0472862,12.1052,0.452527,-0.00445412,0.266597,6,0.400933,0.389611,6,0.384219,0.40706,7.52171,0.259473,4.95611,0.837507,10.2154,0.2,-0.00481423,0.264371,4.76868,0.704218,7.14196,4.7805,0.704235,7.02836,0.401009,6.96215,0.378415,3.0663,1.73364
3,25200,11.7933,0.613458,11.9849,0.226701,4.64982,0.0434353,12.6281,0.421316,-0.00139832,0.284558,6,0.701611,0.277333,6,0.765086,0.24731,7.83325,0.376317,5.48458,0.852422,10.5847,0.2,-0.00141358,0.280322,5.10799,0.762563,7.35936,5.09951,0.763246,7.33921,0.371391,7.42913,0.513331,3.44113,1.82153
